motif_id	cluster	source_id	tf_name	family_name	motif_type	PMID
M09157_2.00	AC0459	SIX2_HUMAN.H11MO.0.A	SIX2	Homeodomain	Misc	23175603
M09158_2.00	AC0056	EVX2_HUMAN.H11MO.0.A	EVX2	Homeodomain	Misc	23175603
M09159_2.00	AC0087	TGIF1_HUMAN.H11MO.0.A	TGIF1	Homeodomain	Misc	23175603
M09160_2.00	AC0010	ALX1_HUMAN.H11MO.0.B	ALX1	Homeodomain	Misc	23175603
M09161_2.00	AC0056	HXC9_HUMAN.H11MO.0.C	HOXC9	Homeodomain	Misc	23175603
M09162_2.00	AC0005	HXB4_HUMAN.H11MO.0.B	HOXB4	Homeodomain	Misc	23175603
M09163_2.00	AC0031	NKX25_HUMAN.H11MO.0.B	NKX2-5	Homeodomain	Misc	23175603
M09164_2.00	AC0238	PBX1_HUMAN.H11MO.0.A	PBX1	Homeodomain	Misc	23175603
M09165_2.00	AC0098	PBX2_HUMAN.H11MO.0.C	PBX2	Homeodomain	Misc	23175603
M09166_2.00	AC0097	HXB7_HUMAN.H11MO.0.C	HOXB7	Homeodomain	Misc	23175603
M09167_2.00	AC0009	DUX4_HUMAN.H11MO.0.A	DUX4	Homeodomain	Misc	23175603
M09168_2.00	AC0650	HNF1B_HUMAN.H11MO.0.A	HNF1B	Homeodomain	Misc	23175603
M09216_2.00	AC0515	PAX6_HUMAN.H11MO.0.C	PAX6	Homeodomain,Paired box	Misc	23175603
M09218_2.00	AC0637	PO2F2_HUMAN.H11MO.0.A	POU2F2	Homeodomain,POU	Misc	23175603
M09219_2.00	AC0230	PO2F1_HUMAN.H11MO.0.C	POU2F1	Homeodomain,POU	Misc	23175603
M09220_2.00	AC0102	PO3F2_HUMAN.H11MO.0.A	POU3F2	Homeodomain,POU	Misc	23175603
M09221_2.00	AC0636	PO3F1_HUMAN.H11MO.0.C	POU3F1	Homeodomain,POU	Misc	23175603
M09222_2.00	AC0636	PO5F1_HUMAN.H11MO.0.A	POU5F1	Homeodomain,POU	Misc	23175603
M09229_2.00	AC0686	HSF2_HUMAN.H11MO.0.A	HSF2	HSF	Misc	23175603
M09230_2.00	AC0686	HSF1_HUMAN.H11MO.0.A	HSF1	HSF	Misc	23175603
M09233_2.00	AC0672	IRF1_HUMAN.H11MO.0.A	IRF1	IRF	Misc	23175603
M09234_2.00	AC0672	IRF3_HUMAN.H11MO.0.B	IRF3	IRF	Misc	23175603
M09235_2.00	AC0677	IRF4_HUMAN.H11MO.0.A	IRF4	IRF	Misc	23175603
M09236_2.00	AC0677	IRF8_HUMAN.H11MO.0.B	IRF8	IRF	Misc	23175603
M09237_2.00	AC0672	IRF2_HUMAN.H11MO.0.A	IRF2	IRF	Misc	23175603
M09238_2.00	AC0672	IRF7_HUMAN.H11MO.0.C	IRF7	IRF	Misc	23175603
M09239_2.00	AC0672	IRF9_HUMAN.H11MO.0.C	IRF9	IRF	Misc	23175603
M09247_2.00	AC0295	MEF2A_HUMAN.H11MO.0.A	MEF2A	MADS box	Misc	23175603
M09248_2.00	AC0295	MEF2C_HUMAN.H11MO.0.A	MEF2C	MADS box	Misc	23175603
M09249_2.00	AC0296	SRF_HUMAN.H11MO.0.A	SRF	MADS box	Misc	23175603
M09250_2.00	AC0295	MEF2D_HUMAN.H11MO.0.A	MEF2D	MADS box	Misc	23175603
M09251_2.00	AC0295	MEF2B_HUMAN.H11MO.0.A	MEF2B	MADS box	Misc	23175603
M09256_2.00	AC0351	MBD2_HUMAN.H11MO.0.B	MBD2	MBD	Misc	23175603
M09257_2.00	AC0465	MECP2_HUMAN.H11MO.0.C	MECP2	MBD	Misc	23175603
M09260_2.00	AC0275	MYB_HUMAN.H11MO.0.A	MYB	Myb/SANT	Misc	23175603
M09263_2.00	AC0110	NR1H4_HUMAN.H11MO.0.B	NR1H4	Nuclear receptor	Misc	23175603
M09264_2.00	AC0115	NR1H3_HUMAN.H11MO.0.B	NR1H3	Nuclear receptor	Misc	23175603
M09265_2.00	AC0112	RORA_HUMAN.H11MO.0.C	RORA	Nuclear receptor	Misc	23175603
M09266_2.00	AC0208	PRGR_HUMAN.H11MO.0.A	PGR	Nuclear receptor	Misc	23175603
M09267_2.00	AC0122	ESR1_HUMAN.H11MO.0.A	ESR1	Nuclear receptor	Misc	23175603
M09268_2.00	AC0131	HNF4A_HUMAN.H11MO.0.A	HNF4A	Nuclear receptor	Misc	23175603
M09269_2.00	AC0125	VDR_HUMAN.H11MO.0.A	VDR	Nuclear receptor	Misc	23175603
M09270_2.00	AC0208	GCR_HUMAN.H11MO.0.A	NR3C1	Nuclear receptor	Misc	23175603
M09271_2.00	AC0121	NR5A2_HUMAN.H11MO.0.B	NR5A2	Nuclear receptor	Misc	23175603
M09272_2.00	AC0121	ERR2_HUMAN.H11MO.0.A	ESRRB	Nuclear receptor	Misc	23175603
M09273_2.00	AC0114	NR2C1_HUMAN.H11MO.0.C	NR2C1	Nuclear receptor	Misc	23175603
M09274_2.00	AC0114	NR4A1_HUMAN.H11MO.0.A	NR4A1	Nuclear receptor	Misc	23175603
M09275_2.00	AC0115	THA_HUMAN.H11MO.0.C	THRA	Nuclear receptor	Misc	23175603
M09276_2.00	AC0163	NR1D1_HUMAN.H11MO.0.B	NR1D1	Nuclear receptor	Misc	23175603
M09277_2.00	AC0112	RARA_HUMAN.H11MO.0.A	RARA	Nuclear receptor	Misc	23175603
M09278_2.00	AC0132	PPARG_HUMAN.H11MO.0.A	PPARG	Nuclear receptor	Misc	23175603
M09279_2.00	AC0122	ESR2_HUMAN.H11MO.0.A	ESR2	Nuclear receptor	Misc	23175603
M09280_2.00	AC0132	RXRG_HUMAN.H11MO.0.B	RXRG	Nuclear receptor	Misc	23175603
M09281_2.00	AC0115	NR1I3_HUMAN.H11MO.0.C	NR1I3	Nuclear receptor	Misc	23175603
M09282_2.00	AC0123	RORG_HUMAN.H11MO.0.C	RORC	Nuclear receptor	Misc	23175603
M09283_2.00	AC0115	NR1I2_HUMAN.H11MO.0.C	NR1I2	Nuclear receptor	Misc	23175603
M09284_2.00	AC0133	NR6A1_HUMAN.H11MO.0.B	NR6A1	Nuclear receptor	Misc	23175603
M09285_2.00	AC0117	THB_HUMAN.H11MO.0.C	THRB	Nuclear receptor	Misc	23175603
M09286_2.00	AC0114	NR4A2_HUMAN.H11MO.0.C	NR4A2	Nuclear receptor	Misc	23175603
M09287_2.00	AC0131	HNF4G_HUMAN.H11MO.0.B	HNF4G	Nuclear receptor	Misc	23175603
M09288_2.00	AC0040	ANDR_HUMAN.H11MO.0.A	AR	Nuclear receptor	Misc	23175603
M09289_2.00	AC0122	RARG_HUMAN.H11MO.0.B	RARG	Nuclear receptor	Misc	23175603
M09290_2.00	AC0121	ERR1_HUMAN.H11MO.0.A	ESRRA	Nuclear receptor	Misc	23175603
M09291_2.00	AC0112	COT1_HUMAN.H11MO.0.C	NR2F1	Nuclear receptor	Misc	23175603
M09292_2.00	AC0112	NR2C2_HUMAN.H11MO.0.B	NR2C2	Nuclear receptor	Misc	23175603
M09293_2.00	AC0114	COT2_HUMAN.H11MO.0.A	NR2F2	Nuclear receptor	Misc	23175603
M09294_2.00	AC0112	RXRA_HUMAN.H11MO.0.A	RXRA	Nuclear receptor	Misc	23175603
M09295_2.00	AC0132	PPARA_HUMAN.H11MO.0.B	PPARA	Nuclear receptor	Misc	23175603
M09296_2.00	AC0121	ERR3_HUMAN.H11MO.0.B	ESRRG	Nuclear receptor	Misc	23175603
M09297_2.00	AC0114	RXRB_HUMAN.H11MO.0.C	RXRB	Nuclear receptor	Misc	23175603
M09298_2.00	AC0132	NR2E3_HUMAN.H11MO.0.C	NR2E3	Nuclear receptor	Misc	23175603
M09335_2.00	AC0475	P63_HUMAN.H11MO.0.A	TP63	p53	Misc	23175603
M09336_2.00	AC0475	P73_HUMAN.H11MO.0.A	TP73	p53	Misc	23175603
M09337_2.00	AC0475	P53_HUMAN.H11MO.0.A	TP53	p53	Misc	23175603
M09341_2.00	AC0515	PAX5_HUMAN.H11MO.0.A	PAX5	Paired box	Misc	23175603
M09343_2.00	AC0682	NFAC3_HUMAN.H11MO.0.B	NFATC3	Rel	Misc	23175603
M09344_2.00	AC0691	NFKB2_HUMAN.H11MO.0.B	NFKB2	Rel	Misc	23175603
M09345_2.00	AC0682	NFAC4_HUMAN.H11MO.0.C	NFATC4	Rel	Misc	23175603
M09346_2.00	AC0682	NFAC2_HUMAN.H11MO.0.B	NFATC2	Rel	Misc	23175603
M09347_2.00	AC0691	RELB_HUMAN.H11MO.0.C	RELB	Rel	Misc	23175603
M09348_2.00	AC0693	NFKB1_HUMAN.H11MO.0.A	NFKB1	Rel	Misc	23175603
M09349_2.00	AC0682	NFAC1_HUMAN.H11MO.0.B	NFATC1	Rel	Misc	23175603
M09350_2.00	AC0693	REL_HUMAN.H11MO.0.B	REL	Rel	Misc	23175603
M09351_2.00	AC0691	TF65_HUMAN.H11MO.0.A	RELA	Rel	Misc	23175603
M09361_2.00	AC0289	RFX3_HUMAN.H11MO.0.B	RFX3	RFX	Misc	23175603
M09362_2.00	AC0289	RFX2_HUMAN.H11MO.0.A	RFX2	RFX	Misc	23175603
M09363_2.00	AC0289	RFX1_HUMAN.H11MO.0.B	RFX1	RFX	Misc	23175603
M09364_2.00	AC0291	RFX5_HUMAN.H11MO.0.A	RFX5	RFX	Misc	23175603
M09369_2.00	AC0658	RUNX3_HUMAN.H11MO.0.A	RUNX3	Runt	Misc	23175603
M09370_2.00	AC0658	RUNX2_HUMAN.H11MO.0.A	RUNX2	Runt	Misc	23175603
M09371_2.00	AC0658	RUNX1_HUMAN.H11MO.0.A	RUNX1	Runt	Misc	23175603
M09375_2.00	AC0160	AIRE_HUMAN.H11MO.0.C	AIRE	SAND	Misc	23175603
M09377_2.00	AC0597	SMAD4_HUMAN.H11MO.0.B	SMAD4	SMAD	Misc	23175603
M09378_2.00	AC0480	NFIC_HUMAN.H11MO.0.A	NFIC	SMAD	Misc	23175603
M09379_2.00	AC0480	NFIA_HUMAN.H11MO.0.C	NFIA	SMAD	Misc	23175603
M09380_2.00	AC0598	SMAD3_HUMAN.H11MO.0.B	SMAD3	SMAD	Misc	23175603
M09386_2.00	AC0127	TCF7_HUMAN.H11MO.0.A	TCF7	Sox	Misc	23175603
M09387_2.00	AC0252	SOX10_HUMAN.H11MO.0.B	SOX10	Sox	Misc	23175603
M09388_2.00	AC0253	SOX4_HUMAN.H11MO.0.B	SOX4	Sox	Misc	23175603
M09389_2.00	AC0252	SOX9_HUMAN.H11MO.0.B	SOX9	Sox	Misc	23175603
M09390_2.00	AC0255	SOX5_HUMAN.H11MO.0.C	SOX5	Sox	Misc	23175603
M09391_2.00	AC0253	SOX3_HUMAN.H11MO.0.B	SOX3	Sox	Misc	23175603
M09392_2.00	AC0128	LEF1_HUMAN.H11MO.0.A	LEF1	Sox	Misc	23175603
M09393_2.00	AC0078	ITF2_HUMAN.H11MO.0.C	TCF7L2	Sox	Misc	23175603
M09394_2.00	AC0127	TF7L2_HUMAN.H11MO.0.A	TCF7L2	Sox	Misc	23175603
M09395_2.00	AC0127	TF7L1_HUMAN.H11MO.0.B	TCF7L1	Sox	Misc	23175603
M09396_2.00	AC0255	SOX17_HUMAN.H11MO.0.C	SOX17	Sox	Misc	23175603
M09397_2.00	AC0253	SOX2_HUMAN.H11MO.0.A	SOX2	Sox	Misc	23175603
M09398_2.00	AC0253	SRY_HUMAN.H11MO.0.B	SRY	Sox	Misc	23175603
M09411_2.00	AC0668	STAT1_HUMAN.H11MO.0.A	STAT1	STAT	Misc	23175603
M09412_2.00	AC0668	STA5A_HUMAN.H11MO.0.A	STAT5A	STAT	Misc	23175603
M09413_2.00	AC0668	STAT4_HUMAN.H11MO.0.A	STAT4	STAT	Misc	23175603
M09414_2.00	AC0684	STAT6_HUMAN.H11MO.0.B	STAT6	STAT	Misc	23175603
M09415_2.00	AC0668	STAT3_HUMAN.H11MO.0.A	STAT3	STAT	Misc	23175603
M09416_2.00	AC0672	STAT2_HUMAN.H11MO.0.A	STAT2	STAT	Misc	23175603
M09417_2.00	AC0668	STA5B_HUMAN.H11MO.0.A	STAT5B	STAT	Misc	23175603
M09425_2.00	AC0489	TBX21_HUMAN.H11MO.0.A	TBX21	T-box	Misc	23175603
M09426_2.00	AC0489	TBX3_HUMAN.H11MO.0.C	TBX3	T-box	Misc	23175603
M09427_2.00	AC0489	BRAC_HUMAN.H11MO.0.A	T	T-box	Misc	23175603
M09432_2.00	AC0057	TBP_HUMAN.H11MO.0.A	TBP	TBP	Misc	23175603
M09434_2.00	AC0652	TEAD1_HUMAN.H11MO.0.A	TEAD1	TEA	Misc	23175603
M09435_2.00	AC0652	TEAD4_HUMAN.H11MO.0.A	TEAD4	TEA	Misc	23175603
M09439_2.00	AC0511	THAP1_HUMAN.H11MO.0.C	THAP1	THAP finger	Misc	23175603
M09440_2.00	AC0541	THA11_HUMAN.H11MO.0.B	THAP11	THAP finger	Misc	23175603
M09442_2.00	AC0240	NFYC_HUMAN.H11MO.0.A	NFYC	Unknown	Misc	23175603
M09443_2.00	AC0555	NRF1_HUMAN.H11MO.0.A	NRF1	Unknown	Misc	23175603
M09444_2.00	AC0240	NFYB_HUMAN.H11MO.0.A	NFYB	Unknown	Misc	23175603
M09451_2.00	AC0498	MCF7-TFAP2C_GSE21234	TFAP2C	AP-2	Misc	20513432
M09453_2.00	AC0078	AML-Tfap4_GSE45738	TFAP4	bHLH	Misc	20513432
M09454_2.00	AC0072	MCF7-HIF1a_GSE28352	HIF1A	bHLH	Misc	20513432
M09455_2.00	AC0072	785_O-HIF2a_GSE34871	EPAS1	bHLH	Misc	20513432
M09456_2.00	AC0066	HepG2-BHLHE40_GSE31477	BHLHE40	bHLH	Misc	20513432
M09457_2.00	AC0069	LNCAP-cMyc_Unpublished	MYC	bHLH	Misc	20513432
M09458_2.00	AC0078	GM12878-Tcf12_GSE32465	TCF12	bHLH	Misc	20513432
M09459_2.00	AC0072	T47D-HIF1b_GSE59937	ARNT	bHLH	Misc	20513432
M09460_2.00	AC0069	GM12878-Usf1_GSE32465	USF1	bHLH	Misc	20513432
M09461_2.00	AC0127	Hct116-Tcf4_SRA012054	TCF4	bHLH	Misc	20513432
M09462_2.00	AC0486	HepG2-Srebp2_GSE31477	SREBF2	bHLH	Misc	20513432
M09484_2.00	AC0046	OCILy7-Bach2_GSE44420	BACH2	bZIP	Misc	20513432
M09485_2.00	AC0631	K562-ATF1_GSE31477	ATF1	bZIP	Misc	20513432
M09486_2.00	AC0046	K562-NFE2_GSE31477	NFE2	bZIP	Misc	20513432
M09487_2.00	AC0631	K562-JunD	JUND	bZIP	Misc	20513432
M09488_2.00	AC0046	K562-Bach1_GSE31477	BACH1	bZIP	Misc	20513432
M09489_2.00	AC0049	GBM-ATF3_GSE33912	ATF3	bZIP	Misc	20513432
M09490_2.00	AC0049	BT549-Fra1_GSE46166	FOSL1	bZIP	Misc	20513432
M09500_2.00	AC0674	Hela-PRDM1_GSE31477	PRDM1	C2H2 ZF	Misc	20513432
M09501_2.00	AC0137	Jurkat-NRSF	REST	C2H2 ZF	Misc	20513432
M09502_2.00	AC0523	LoVo-KLF5_GSE49402	KLF5	C2H2 ZF	Misc	20513432
M09503_2.00	AC0495	CD4+-CTCF_Barski_et_al._1	CTCF	C2H2 ZF	Misc	20513432
M09504_2.00	AC0194	CD4+-CTCF_Barski_et_al._2	CTCF	C2H2 ZF	Misc	20513432
M09505_2.00	AC0518	HepG2-Maz_GSE31477	MAZ	C2H2 ZF	Misc	20513432
M09506_2.00	AC0517	K562-Egr1_GSE32465	EGR1	C2H2 ZF	Misc	20513432
M09507_2.00	AC0495	K562-CTCFL_GSE32465	CTCFL	C2H2 ZF	Misc	20513432
M09508_2.00	AC0329	SHSY5Y-ZNF711_GSE20673	ZNF711	C2H2 ZF	Misc	20513432
M09509_2.00	AC0143	H1-PRDM14_GSE22767	PRDM14	C2H2 ZF	Misc	20513432
M09510_2.00	AC0539	CUTLL-ZNF143_GSE29600	ZNF143	C2H2 ZF	Misc	20513432
M09511_2.00	AC0312	GM12878-ZBTB33_GSE32465	ZBTB33	C2H2 ZF	Misc	20513432
M09521_2.00	AC0545	Hela-E2F1_GSE22478	E2F1	E2F	Misc	20513432
M09522_2.00	AC0545	Hela-E2F7_GSE32673	E2F7	E2F	Misc	20513432
M09523_2.00	AC0545	Hela-E2F6_GSE31477	E2F6	E2F	Misc	20513432
M09524_2.00	AC0545	K562-E2F4_GSE31477	E2F4	E2F	Misc	20513432
M09528_2.00	AC0640	GIST48-ETV1_GSE22441	ETV1	Ets	Misc	20513432
M09529_2.00	AC0640	Jurkat-ELF1_SRA014231	ELF1	Ets	Misc	20513432
M09530_2.00	AC0640	VCaP-SPDEF_SRA014231	SPDEF	Ets	Misc	20513432
M09531_2.00	AC0640	Hela-Elk1_GSE31477	ELK1	Ets	Misc	20513432
M09532_2.00	AC0640	Jurkat-ETS1_GSE17954	ETS1	Ets	Misc	20513432
M09533_2.00	AC0640	LoVo-EHF_GSE49402	EHF	Ets	Misc	20513432
M09534_2.00	AC0640	T47D-ELF5_GSE30407	ELF5	Ets	Misc	20513432
M09535_2.00	AC0640	Jurkat-GABPa_GSE17954	GABPA	Ets	Misc	20513432
M09536_2.00	AC0640	VCaP-ERG_GSE14097	ERG	Ets	Misc	20513432
M09537_2.00	AC0642	OCILY3-SPIB_GSE56857	SPIB	Ets	Misc	20513432
M09541_2.00	AC0038	H9-FOXP1_GSE31006	FOXP1	Forkhead	Misc	20513432
M09542_2.00	AC0040	Liver-Foxa2_GSE25694	FOXA2	Forkhead	Misc	20513432
M09543_2.00	AC0040	LNCAP-FOXA1_GSE27824_1	FOXA1	Forkhead	Misc	20513432
M09544_2.00	AC0040	LNCAP-FOXA1_GSE27824_2	FOXA1	Forkhead	Misc	20513432
M09545_2.00	AC0040	MCF7-FOXA1_GSE26831	FOXA1	Forkhead	Misc	20513432
M09546_2.00	AC0345	hESC-FOXH1_GSE29422	FOXH1	Forkhead	Misc	20513432
M09549_2.00	AC0246	K562-GATA1_GSE18829	GATA1	GATA	Misc	20513432
M09550_2.00	AC0246	K562-GATA2_GSE18829	GATA2	GATA	Misc	20513432
M09558_2.00	AC0474	HBE-GRHL2_GSE46194	GRHL2	Grainyhead	Misc	20513432
M09559_2.00	AC0027	LNCaP-Nkx3.1_GSE28264	NKX3-1	Homeodomain	Misc	20513432
M09560_2.00	AC0238	GM12878-PBX3_GSE32465	PBX3	Homeodomain	Misc	20513432
M09561_2.00	AC0238	MCF7-PBX1_GSE28007	PBX1	Homeodomain	Misc	20513432
M09585_2.00	AC0483	Rh4-PAX3_FKHR_GSE19063	PAX3	Homeodomain,Paired box	Misc	20513432
M09592_2.00	AC0686	HepG2-HSF1_GSE31477	HSF1	HSF	Misc	20513432
M09594_2.00	AC0672	PBMC-IRF1_GSE43036	IRF1	IRF	Misc	20513432
M09595_2.00	AC0671	GM12878-IRF4_GSE32465	IRF4	IRF	Misc	20513432
M09596_2.00	AC0672	Erythroblas-IRF2_GSE36985	IRF2	IRF	Misc	20513432
M09597_2.00	AC0295	GM12878-Mef2c_GSE32465	MEF2C	MADS box	Misc	20513432
M09600_2.00	AC0275	Hela-BMYB_GSE27030	MYBL2	Myb/SANT	Misc	20513432
M09603_2.00	AC0208	T47D-PR_GSE31130	PGR	Nuclear receptor	Misc	20513432
M09604_2.00	AC0122	MCF7-ERa_Unpublished	ESR1	Nuclear receptor	Misc	20513432
M09605_2.00	AC0131	HepG2-HNF4a_GSE25021	HNF4A	Nuclear receptor	Misc	20513432
M09606_2.00	AC0125	GM10855-VDR+vitD_GSE22484	VDR	Nuclear receptor	Misc	20513432
M09607_2.00	AC0208	A549-GR_GSE32465	NR3C1	Nuclear receptor	Misc	20513432
M09608_2.00	AC0114	K562-NR4A1_GSE31363	NR4A1	Nuclear receptor	Misc	20513432
M09609_2.00	AC0207	LNCaP-AR_GSE27824	AR	Nuclear receptor	Misc	20513432
M09610_2.00	AC0208	LNCAP-AR_GSE27824	AR	Nuclear receptor	Misc	20513432
M09611_2.00	AC0132	Hela-TR4_GSE24685	NR2C2	Nuclear receptor	Misc	20513432
M09621_2.00	AC0475	Saos-p53	TP53	p53	Misc	20513432
M09622_2.00	AC0515	GM12878-PAX5_GSE32465_1	PAX5	Paired box	Misc	20513432
M09623_2.00	AC0484	GM12878-PAX5_GSE32465_2	PAX5	Paired box	Misc	20513432
M09625_2.00	AC0682	Jurkat-NFATC1_Jolma_et_al.	NFATC1	Rel	Misc	20513432
M09626_2.00	AC0691	GM12787-p65_GSE19485	RELA	Rel	Misc	20513432
M09627_2.00	AC0289	K562-RFX3_SRA012198	RFX3	RFX	Misc	20513432
M09628_2.00	AC0289	LoVo-RFX2_GSE49402	RFX2	RFX	Misc	20513432
M09629_2.00	AC0291	GM12878-Rfx5_GSE31477	RFX5	RFX	Misc	20513432
M09630_2.00	AC0658	PCa-RUNX2_GSE33889	RUNX2	Runt	Misc	20513432
M09631_2.00	AC0640	Jurkat-RUNX1_GSE17954	RUNX1	Runt	Misc	20513432
M09632_2.00	AC0658	Jurkat-RUNX1_GSE29180	RUNX1	Runt	Misc	20513432
M09634_2.00	AC0371	ESC-SMAD4_GSE29422	SMAD4	SMAD	Misc	20513432
M09635_2.00	AC0479	LNCaP-NF1_Unpublished	NFIC	SMAD	Misc	20513432
M09636_2.00	AC0480	LNCAP-NF1_Unpublished	NFIC	SMAD	Misc	20513432
M09638_2.00	AC0127	K562-TCF7L2_GSE29196	TCF7L2	Sox	Misc	20513432
M09642_2.00	AC0668	HelaS3-STAT1_GSE12782	STAT1	STAT	Misc	20513432
M09647_2.00	AC0490	H9-Eomes_GSE26097	EOMES	T-box	Misc	20513432
M09655_2.00	AC0555	MCF7-NRF1_Unpublished	NRF1	Unknown	Misc	20513432
M09751_2.00	AC0499	V$AP2GAMMA_01	TFAP2C	AP-2	Transfac	16381825
M09755_2.00	AC0499	V$AP2ALPHA_01	TFAP2A	AP-2	Transfac	16381825
M09767_2.00	AC0374	V$MRF2_01	ARID5B	ARID/BRIGHT	Transfac	16381825
M09794_2.00	AC0078	V$E47_01	TCF3	bHLH	Transfac	16381825
M09795_2.00	AC0083	V$E47_02	TCF3	bHLH	Transfac	16381825
M09797_2.00	AC0066	V$SREBP1_01	SREBF1	bHLH	Transfac	16381825
M09798_2.00	AC0486	V$SREBP1_02	SREBF1	bHLH	Transfac	16381825
M09802_2.00	AC0078	V$AP4_01	TFAP4	bHLH	Transfac	16381825
M09803_2.00	AC0078	V$AP4_Q5	TFAP4	bHLH	Transfac	16381825
M09806_2.00	AC0078	V$AP4_Q6	TFAP4	bHLH	Transfac	16381825
M09816_2.00	AC0516	V$AHR_01	AHR	bHLH	Transfac	16381825
M09835_2.00	AC0069	V$MAX_01	MAX	bHLH	Transfac	16381825
M09838_2.00	AC0078	V$MYOD_01	MYOD1	bHLH	Transfac	16381825
M09840_2.00	AC0078	V$MYOD_Q6	MYOD1	bHLH	Transfac	16381825
M09846_2.00	AC0069	V$NMYC_01	MYCN	bHLH	Transfac	16381825
M09863_2.00	AC0069	V$ARNT_01	ARNT	bHLH	Transfac	16381825
M09864_2.00	AC0066	V$ARNT_02	ARNT	bHLH	Transfac	16381825
M09867_2.00	AC0069	V$USF_01	USF1	bHLH	Transfac	16381825
M09868_2.00	AC0066	V$USF_02	USF1	bHLH	Transfac	16381825
M09869_2.00	AC0069	V$USF_C	USF1	bHLH	Transfac	16381825
M09875_2.00	AC0078	V$HEN1_01	NHLH1	bHLH	Transfac	16381825
M09876_2.00	AC0078	V$HEN1_02	NHLH1	bHLH	Transfac	16381825
M09926_2.00	AC0048	V$TCF11_01	NFE2L1	bZIP	Transfac	16381825
M09932_2.00	AC0633	V$HTF_01	XBP1	bZIP	Transfac	16381825
M09933_2.00	AC0633	V$XBP1_01	XBP1	bZIP	Transfac	16381825
M09937_2.00	AC0629	V$HLF_01	HLF	bZIP	Transfac	16381825
M09938_2.00	AC0049	V$BACH2_01	BACH2	bZIP	Transfac	16381825
M09941_2.00	AC0629	V$CREBP1_01	ATF2	bZIP	Transfac	16381825
M09942_2.00	AC0631	V$CREBP1_Q2	ATF2	bZIP	Transfac	16381825
M09947_2.00	AC0633	V$ATF6_01	ATF6	bZIP	Transfac	16381825
M09948_2.00	AC0631	V$CREB_01	CREB1	bZIP	Transfac	16381825
M09949_2.00	AC0631	V$CREB_02	CREB1	bZIP	Transfac	16381825
M09952_2.00	AC0631	V$CREB_Q2	CREB1	bZIP	Transfac	16381825
M09953_2.00	AC0631	V$CREB_Q4	CREB1	bZIP	Transfac	16381825
M09954_2.00	AC0632	V$TAXCREB_01	CREB1	bZIP	Transfac	16381825
M09955_2.00	AC0049	V$TAXCREB_02	CREB1	bZIP	Transfac	16381825
M09959_2.00	AC0046	V$NFE2_01	NFE2	bZIP	Transfac	16381825
M09975_2.00	AC0049	V$BACH1_01	BACH1	bZIP	Transfac	16381825
M09982_2.00	AC0629	V$E4BP4_01	NFIL3	bZIP	Transfac	16381825
M09986_2.00	AC0629	V$VBP_01	TEF	bZIP	Transfac	16381825
M09993_2.00	AC0628	V$CEBPB_01	CEBPB	bZIP	Transfac	16381825
M09994_2.00	AC0628	V$CEBPB_02	CEBPB	bZIP	Transfac	16381825
M10023_2.00	AC0156	V$CEBP_01	CEBPA	bZIP	Transfac	16381825
M10024_2.00	AC0628	V$CEBPA_01	CEBPA	bZIP	Transfac	16381825
M10028_2.00	AC0628	V$CEBP_C	CEBPA	bZIP	Transfac	16381825
M10029_2.00	AC0628	V$CEBP_Q2	CEBPA	bZIP	Transfac	16381825
M10089_2.00	AC0083	V$AREB6_01	ZEB1	C2H2 ZF,Homeodomain	Transfac	16381825
M10090_2.00	AC0083	V$AREB6_02	ZEB1	C2H2 ZF,Homeodomain	Transfac	16381825
M10091_2.00	AC0083	V$AREB6_03	ZEB1	C2H2 ZF,Homeodomain	Transfac	16381825
M10092_2.00	AC0288	V$AREB6_04	ZEB1	C2H2 ZF,Homeodomain	Transfac	16381825
M10093_2.00	AC0083	V$DELTAEF1_01	ZEB1	C2H2 ZF,Homeodomain	Transfac	16381825
M10107_2.00	AC0536	V$ZIC2_01	ZIC2	C2H2 ZF	Transfac	16381825
M10117_2.00	AC0137	V$NRSF_01	REST	C2H2 ZF	Transfac	16381825
M10125_2.00	AC0242	V$EVI1_01	MECOM	C2H2 ZF	Transfac	16381825
M10126_2.00	AC0242	V$EVI1_02	MECOM	C2H2 ZF	Transfac	16381825
M10127_2.00	AC0242	V$EVI1_03	MECOM	C2H2 ZF	Transfac	16381825
M10128_2.00	AC0244	V$EVI1_04	MECOM	C2H2 ZF	Transfac	16381825
M10129_2.00	AC0242	V$EVI1_05	MECOM	C2H2 ZF	Transfac	16381825
M10130_2.00	AC0242	V$EVI1_06	MECOM	C2H2 ZF	Transfac	16381825
M10133_2.00	AC0609	V$MZF1_01	MZF1	C2H2 ZF	Transfac	16381825
M10134_2.00	AC0612	V$MZF1_02	MZF1	C2H2 ZF	Transfac	16381825
M10137_2.00	AC0518	V$MAZR_01	PATZ1	C2H2 ZF	Transfac	16381825
M10138_2.00	AC0512	V$YY1_01	YY1	C2H2 ZF	Transfac	16381825
M10139_2.00	AC0511	V$YY1_02	YY1	C2H2 ZF	Transfac	16381825
M10151_2.00	AC0437	V$ROAZ_01	ZNF423	C2H2 ZF	Transfac	16381825
M10186_2.00	AC0380	V$AP2REP_01	KLF12	C2H2 ZF	Transfac	16381825
M10188_2.00	AC0517	V$EGR1_01	EGR1	C2H2 ZF	Transfac	16381825
M10197_2.00	AC0517	V$EGR2_01	EGR2	C2H2 ZF	Transfac	16381825
